text_type,text,label,proc_text
ham,Ya very nice. . .be ready on thursday,1,ya nice ready thursday
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we???re in b???ham. Have a jolly good rest of week,1,allo braved bus taken train triumphed mean bham jolly good rest week
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",1,watching cartoon listening music amp eve go temple amp church u
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,1,mind ask happened dont say uncomfortable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,0,private 2003 account statement show 800 unredeemed point call 08715203694 identifier code 40533 expires 311004
ham,No prob. I will send to your email.,1,prob send email
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",0,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3 150ppm
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),1,thats cool sometimes slow gentle sonetimes rough hard
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,1,im gon na say sorry would normal starting panic time sorry seeing tuesday
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",1,wait know wesley town bet doe hella drug
ham,Fine i miss you very much.,1,fine miss much
ham,Did u got that persons story,1,u got person story
ham,Tell them the drug dealer's getting impatient,1,tell drug dealer getting impatient
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",1,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,You will be in the place of that man,1,place man
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",1,doesnt make sense take unless free need know wikipediacom
spam,88800 and 89034 are premium phone services call 08718711108,0,88800 89034 premium phone service call 08718711108
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",1,sea lay rock rock envelope envelope paper paper 3 word
ham,Then mum's repent how?,1,mum repent
ham,Sorry me going home first... Daddy come fetch ?_ later...,1,sorry going home first daddy come fetch later
ham,Leave it de:-). Start Prepare for next:-)..,1,leave de start prepare next
ham,Yes baby! We can study all the positions of the kama sutra ;),1,yes baby study position kama sutra
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,1,en chikku nange bakra msg kalstiyathen teacoffee
ham,Carlos'll be here in a minute if you still need to buy,1,carlosll minute still need buy
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),1,pay ltdecimalgt lakh
ham,Have a good evening! Ttyl,1,good evening ttyl
ham,Did u receive my msg?,1,u receive msg
ham,Ho ho - big belly laugh! See ya tomo,1,ho ho big belly laugh see ya tomo
spam,SMS. ac sun0819 posts HELLO:\You seem cool,0,sm ac sun0819 post helloyou seem cool
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ??1.50 per wk 2 opt out send STOP 08452810071 16,0,get ur 1st ringtone free reply msg tone gr8 top 20 tone phone every week 150 per wk 2 opt send stop 08452810071 16
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",1,ditto wont worry saying anything anymore like said last night whatever want ill peace
ham,"I've got  &lt;#&gt; , any way I could pick up?",1,ive got ltgt way could pick
ham,"I dont knw pa, i just drink milk..",1,dont knw pa drink milk
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,1,maybe say hi find got card great escape wetherspoons
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",1,piggy r u awake bet ure still sleeping im going 4 lunch
ham,Cause I'm not freaky lol,1,cause im freaky lol
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,1,missed call cause wa yelling scrappy miss u cant wait u come home im lonely today
ham,What is this 'hex' place you talk of? Explain!,1,hex place talk explain
ham,?? log off 4 wat. It's sdryb8i,1,log 4 wat sdryb8i
ham,Is xy going 4 e lunch?,1,xy going 4 e lunch
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,0,hi im sue 20 year old work lapdancer love sex text live im bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
ham,I wanted to ask ?_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,1,wanted ask wait 4 finish lect co lect finish hour anyway
ham,Have you finished work yet? :),1,finished work yet
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",1,every king wa cry baby every great building wa map imprtant u r today u wil reach tomorw gud ni8
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",1,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged holiday
ham,Thanks love. But am i doing torch or bold.,1,thanks love torch bold
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,0,forwarded 448712404000please call 08712404000 immediately urgent message waiting
ham,Was the farm open?,1,wa farm open
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",1,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",1,sister law hope great month saying hey abiola
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,1,purchase stuff today mail po box number
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,1,ah poop look like ill prob send laptop get fixed cuz ha gpu problem
ham,Good. Good job. I like entrepreneurs,1,good good job like entrepreneur
ham,"Aight, you close by or still down around alex's place?",1,aight close still around alexs place
ham,meet you in corporation st outside gap ??_ you can see how my mind is working!,1,meet corporation st outside gap see mind working
ham,Mum ask ?_ to buy food home...,1,mum ask buy food home
ham,K..u also dont msg or reply to his msg..,1,ku also dont msg reply msg
ham,How much r ?_ willing to pay?,1,much r willing pay
ham,"Sorry, I'll call later",1,sorry ill call later
ham,What is important is that you prevent dehydration by giving her enough fluids,1,important prevent dehydration giving enough fluid
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",1,thats bit weird even supposed happening good idea sure pub
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,1,true deari sat pray evening felt soso smsd time
ham,"I don't think I can get away for a trek that long with family in town, sorry",1,dont think get away trek long family town sorry
ham,So when do you wanna gym harri,1,wan na gym harri
ham,Quite late lar... Ard 12 anyway i wun b drivin...,1,quite late lar ard 12 anyway wun b drivin
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",0,review keep fantastic nokia ngage game deck club nokia go 2 wwwcnupdatescomnewsletter unsubscribe alert reply word
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,0,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt tc
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,1,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made student
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,1,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
spam,08714712388 between 10am-7pm Cost 10p,0,08714712388 10am7pm cost 10p
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",1,save stress person ha dorm account send account detail money sent
ham,He also knows about lunch menu only da. . I know,1,also know lunch menu da know
ham,When i have stuff to sell i.ll tell you,1,stuff sell ill tell
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON ??1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max??7. 50,0,449071512431 urgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,1,book lesson msg call work sth im going get spec membership px3748
spam,You have WON a guaranteed ??1000 cash or a ??2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,0,guaranteed 1000 cash 2000 prize claim yr prize call customer service representative 08714712394 10am7pm
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,1,macha dont feel upseti assume mindsetbelieve one evening wonderful plan uslet life begin againcall anytime
ham,Oh is it? Send me the address,1,oh send address
ham,S'fine. Anytime. All the best with it.,1,sfine anytime best
ham,That is wondar full flim.,1,wondar full flim
ham,Ya even those cookies have jelly on them,1,ya even cooky jelly
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",1,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,1,got look scrumptious daddy want eat night long
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,1,co lar im ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
